ID_Laureate;AwardeeDisplayName;LaureateNameFirst;LaureateNameLast;LaureateGender;OrganisationName;OrganisationFoundedDate;OrganisationFoundedCity;OrganisationFoundedCityNow;OrganisationFoundedCityNowWiki;OrganisationFoundedCountry;OrganisationFoundedCountryNow;OrganisationFoundedNowWiki;OrganisationFoundedContinent;BirthDate;BirthCity;BirthCityNow;BirthCityNowWiki;BirthCityNowLat;BirthCityNowLon;BirthCountry;BirthCountryNow;BirthCountryNowWiki;BirthCountryLat;BirthCountryLon;BirthContinent;DeathDate;DeathCity;DeathCityNow;DeathCityNowWiki;DeathCityLat;DeathCityLon;DeathCountry;DeathCountryNow;DeathCountryNowWiki;DeathCountryLat;DeathCountryLon;DeathContinent;WikipediaSlug;WikipediaURL;Prize0_AwardYear;Prize0_Category;Prize0_Portion;Prize0_DateAwarded;Prize0_Status;Prize0_Amount;Prize0_AmountAdjusted_;Prize0_Motivation;Prize0_MotivationTop;Prize0_Affiliation0_Name;Prize0_Affiliation0_NameNow;Prize0_Affiliation0_City;Prize0_Affiliation0_CityNow;Prize0_Affiliation0_CityLatitude;Prize0_Affiliation0_CityLongitude;Prize0_Affiliation0_Country;Prize0_Affiliation0_CountryNow;Prize0_Affiliation0_CountryLat;Prize0_Affiliation0_CountryLon;Prize0_Affiliation0_Continent;Prize1_AwardYear;Prize1_Category;Prize1_SortOrder;Prize1_Portion;Prize1_DateAwarded;Prize1_Status;Prize1_Amount;Prize1_AmountAdjusted_;Prize1_Motivation;Prize1_MotivationTop;Prize1_Affiliation0_Name;Prize1_Affiliation0_NameNow;Prize1_Affiliation0_NameNative;Prize1_Affiliation0_City;Prize1_Affiliation0_CityNow;Prize1_Affiliation0_CityLatitude;Prize1_Affiliation0_CityLongitude;Prize1_Affiliation0_Country;Prize1_Affiliation0_CountryNow;Prize1_Affiliation0_CountryLat;Prize1_Affiliation0_CountryLon;Prize1_Affiliation0_Continent;Prize2_AwardYear;Prize2_Category;Prize2_SortOrder;Prize2_Portion;Prize2_DateAwarded;Prize2_Status;Prize2_Amount;Prize2_AmountAdjusted_;Prize2_Motivation;Prize2_MotivationTop;Religion;ReligionSubgroup;Ethnicity;PublicationYear;PublicationSource;PublicationTimegap;ParCatDegreeInstitution;ParCatDegreeCity;ParCatDegreeCountry;ParCatDegreeCityCountry;ParCatWorkInstitution;ParCatWorkCity;ParCatWorkCountry;ParCatWorkCityCountry;ParCatPrizeInstitution;ParCatPrizeCity;ParCatPrizeCountry;ParCatPrizeCityCountry
314.0;John Macleod;John;Macleod;male;;;;;;;;;;1876-09-06;Cluny;Cluny;https://www.wikidata.org/wiki/Q3776576;46.429117;4.664877;Scotland;United Kingdom;https://www.wikidata.org/wiki/Q145;54.6;-2.0;Europe;1935-03-16;Aberdeen;Aberdeen;https://www.wikidata.org/wiki/Q36405;57.148243;-2.092809;Scotland;United Kingdom;https://www.wikidata.org/wiki/Q145;54.6;-2.0;Europe;John_James_Rickard_Macleod;https://en.wikipedia.org/wiki/John_James_Rickard_Macleod;1923;Medicine;1/2;1923-10-25;received;114935;3590029;for the discovery of insulin;;University of Toronto;University of Toronto;Toronto;Toronto;43.654211;-79.384956;Canada;Canada;60.0;-110.0;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1921.0;Harvard Dataverse;2.0;;;;;;;;;;;;
903.0;John O'Keefe;John;O'Keefe;male;;;;;;;;;;1939-11-18;New York, NY;New York, NY;https://www.wikidata.org/wiki/Q60;40.715758;-74.0113;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;;;;;;;;;;;;;John_O'Keefe_(neuroscientist);https://en.wikipedia.org/wiki/John_O'Keefe_(neuroscientist);2014;Medicine;1/2;2014-10-06;received;8000000;9492737;for their discoveries of cells that constitute a positioning system in the brain;;University College;University College;London;London;51.510235;-0.120852;United Kingdom;United Kingdom;54.6;-2.0;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1971.0;Harvard Dataverse;43.0;McGill University;Montreal;Canada;Montreal (Canada);University College London (UCL);London;United Kingdom;London (United Kingdom);University College London (UCL);London;United Kingdom;London (United Kingdom)
291.0;John Pople;John;Pople;male;;;;;;;;;;1925-10-31;Burnham-on-Sea;Burnham-on-Sea;https://www.wikidata.org/wiki/Q1247822;51.2375;-2.993611;United Kingdom;United Kingdom;https://www.wikidata.org/wiki/Q145;54.6;-2.0;Europe;2004-03-15;Chicago, IL;Chicago, IL;https://www.wikidata.org/wiki/Q1297;41.876228;-87.638416;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;John_Pople;https://en.wikipedia.org/wiki/John_Pople;1998;Chemistry;1/2;1998-10-13;received;7600000;11003681;for his development of computational methods in quantum chemistry;;Northwestern University;Northwestern University;Evanston, IL;Evanston, IL;42.045791;-87.686963;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1973.0;Harvard Dataverse;25.0;Cambridge University;Cambridge;United Kingdom;Cambridge (United Kingdom);Carnegie–Mellon University;Pittsburgh;United States;Pittsburgh (United States);Northwestern University;Evanston;United States;Evanston (United States)
681.0;John R. Hicks;John R.;Hicks;male;;;;;;;;;;1904-04-08;Warwick;Warwick;https://www.wikidata.org/wiki/Q549761;52.28;-1.59;United Kingdom;United Kingdom;https://www.wikidata.org/wiki/Q145;54.6;-2.0;Europe;1989-05-20;Blockley;Blockley;https://www.wikidata.org/wiki/Q2229700;52.014696;-1.763129;United Kingdom;United Kingdom;https://www.wikidata.org/wiki/Q145;54.6;-2.0;Europe;John_Hicks;https://en.wikipedia.org/wiki/John_Hicks;1972;Economic Sciences;1/2;1972-10-25;received;480000;3790037;for their pioneering contributions to general economic equilibrium theory and welfare theory;;All Souls College;All Souls College;Oxford;Oxford;51.753363;-1.260979;United Kingdom;United Kingdom;54.6;-2.0;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;;;;;;;;;;;;;;;
507.0;John R. Mott;John R.;Mott;male;;;;;;;;;;1865-05-25;Livingston Manor, NY;Livingston Manor, NY;https://www.wikidata.org/wiki/Q2888929;41.90036;-74.828217;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;1955-01-31;;;;;;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;John_Mott;https://en.wikipedia.org/wiki/John_Mott;1946;Peace;1/2;1946-11-14;received;121524;2836450;for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Christian;Protestant (Methodist);European;;;;;;;;;;;;;;;
427.0;John R. Vane;John R.;Vane;male;;;;;;;;;;1927-03-29;Tardebigg;Tardebigg;https://www.wikidata.org/wiki/Q7685713;52.321944;-2.006944;United Kingdom;United Kingdom;https://www.wikidata.org/wiki/Q145;54.6;-2.0;Europe;2004-11-19;Farnborough;Farnborough;;;;United Kingdom;United Kingdom;https://www.wikidata.org/wiki/Q145;54.6;-2.0;Europe;John_Vane;https://en.wikipedia.org/wiki/John_Vane;1982;Medicine;1/3;1982-10-11;received;1150000;3514532;for their discoveries concerning prostaglandins and related biologically active substances;;The Wellcome Research Laboratories;The Wellcome Research Laboratories;Beckenham;Beckenham;51.407881;-0.025575;United Kingdom;United Kingdom;54.6;-2.0;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jewish;;European;1971.0;Harvard Dataverse;11.0;;;;;;;;;;;;
634.0;John Steinbeck;John;Steinbeck;male;;;;;;;;;;1902-02-27;Salinas, CA;Salinas, CA;https://www.wikidata.org/wiki/Q488125;36.677778;-121.655556;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;1968-12-20;New York, NY;New York, NY;https://www.wikidata.org/wiki/Q60;40.715758;-74.0113;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;John_Steinbeck;https://en.wikipedia.org/wiki/John_Steinbeck;1962;Literature;1;1962-10-05;received;257220;3213737;for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Christian;Episcopalian;European;;;;;;;;;;;;;;;
1032.0;Jon Fosse;Jon;Fosse;male;;;;;;;;;;1959-09-29;Haugesund;Haugesund;https://www.wikidata.org/wiki/Q109036;59.41015;5.275511;Norway;Norway;https://www.wikidata.org/wiki/Q20;65.0;11.0;Europe;;;;;;;;;;;;;Jon_Fosse;https://en.wikipedia.org/wiki/Jon_Fosse;2023;Literature;1;2023-10-05;received;11000000;10136226;for his innovative plays and prose which give voice to the unsayable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Christian;Converted to Roman Catholicism;European;;;;;;;;;;;;;;;
574.0;José Echegaray;José;Echegaray;male;;;;;;;;;;1832-04-19;Madrid;Madrid;https://www.wikidata.org/wiki/Q2807;40.423203;-3.693965;Spain;Spain;https://www.wikidata.org/wiki/Q29;40.2;-3.5;Europe;1916-09-04;Madrid;Madrid;https://www.wikidata.org/wiki/Q2807;40.423203;-3.693965;Spain;Spain;https://www.wikidata.org/wiki/Q29;40.2;-3.5;Europe;José_Echegaray;https://en.wikipedia.org/wiki/José_Echegaray;1904;Literature;1/2;1904-11-17;received;140859;8799545;in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Christian;Roman Catholic;European;;;;;;;;;;;;;;;
563.0;José Ramos-Horta;José;Ramos-Horta;male;;;;;;;;;;1949-12-26;Dili;Dili;https://www.wikidata.org/wiki/Q9310;-8.553681;125.578407;East Timor;Timor-Leste;https://www.wikidata.org/wiki/Q574;-8.966669;125.75;Oceania;;;;;;;;;;;;;José_Ramos-Horta;https://en.wikipedia.org/wiki/José_Ramos-Horta;1996;Peace;1/2;1996-10-11;received;7400000;10750752;for their work towards a just and peaceful solution to the conflict in East Timor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Christian;Roman Catholic;Various;;;;;;;;;;;;;;;
675.0;José Saramago;José;Saramago;male;;;;;;;;;;1922-11-16;Azinhaga;Azinhaga;https://www.wikidata.org/wiki/Q793814;39.349922;-8.532817;Portugal;Portugal;https://www.wikidata.org/wiki/Q45;39.0;-9.0;Europe;2010-06-18;Lanzarote;Lanzarote;https://www.wikidata.org/wiki/Q182432;29.035;-13.635;Spain;Spain;https://www.wikidata.org/wiki/Q29;40.2;-3.5;Europe;José_Saramago;https://en.wikipedia.org/wiki/José_Saramago;1998;Literature;1;1998-10-08;received;7600000;11003681;who with parables sustained by imagination, compassion and irony continually enables us once again to apprehend an elusory reality;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;;;;;;;;;;;;;;;
664.0;Joseph Brodsky;Joseph;Brodsky;male;;;;;;;;;;1940-05-24;Leningrad;St. Petersburg;https://www.wikidata.org/wiki/Q656;59.956651;30.333547;USSR;Russia;https://www.wikidata.org/wiki/Q159;66.416667;94.25;Europe;1996-01-28;New York, NY;New York, NY;https://www.wikidata.org/wiki/Q60;40.715758;-74.0113;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;Joseph_Brodsky;https://en.wikipedia.org/wiki/Joseph_Brodsky;1987;Literature;1;1987-10-22;received;2175000;4842453;for an all-embracing authorship, imbued with clarity of thought and poetic intensity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jewish;;European;;;;;;;;;;;;;;;
442.0;Joseph E. Murray;Joseph E.;Murray;male;;;;;;;;;;1919-04-01;Milford, MA;Milford, MA;https://www.wikidata.org/wiki/Q3857885;42.360252;-71.058289;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;2012-11-26;Boston, MA;Boston, MA;https://www.wikidata.org/wiki/Q100;42.36042;-71.05681;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;Joseph_Murray;https://en.wikipedia.org/wiki/Joseph_Murray;1990;Medicine;1/2;1990-10-08;received;4000000;7169620;for their discoveries concerning organ and cell transplantation in the treatment of human disease;;Brigham and Women's Hospital;Brigham and Women's Hospital;Boston, MA;Boston, MA;42.36042;-71.05681;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1956.0;Harvard Dataverse;34.0;;;;;;;;;;;;
746.0;Joseph E. Stiglitz;Joseph E.;Stiglitz;male;;;;;;;;;;1943-02-09;Gary, IN;Gary, IN;https://www.wikidata.org/wiki/Q184116;41.580833;-87.345556;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;;;;;;;;;;;;;Joseph_Stiglitz;https://en.wikipedia.org/wiki/Joseph_Stiglitz;2001;Economic Sciences;1/3;2001-10-10;received;10000000;13927869;for their analyses of markets with asymmetric information;;Columbia University;Columbia University;New York, NY;New York, NY;40.715758;-74.0113;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;;;;;;;;;;;;;;;
337.0;Joseph Erlanger;Joseph;Erlanger;male;;;;;;;;;;1874-01-05;San Francisco, CA;San Francisco, CA;https://www.wikidata.org/wiki/Q62;37.774498;-122.429706;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;1965-12-05;St. Louis, MO;St. Louis, MO;https://www.wikidata.org/wiki/Q38022;38.628133;-90.212222;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;Joseph_Erlanger;https://en.wikipedia.org/wiki/Joseph_Erlanger;1944;Medicine;1/2;1944-10-26;received;121841;2843849;for their discoveries relating to the highly differentiated functions of single nerve fibres;;Washington University;Washington University;St. Louis, MO;St. Louis, MO;38.628133;-90.212222;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jewish;;European;1929.0;Harvard Dataverse;15.0;;;;;;;;;;;;
144.0;Joseph H. Taylor Jr.;Joseph H.;Taylor Jr.;male;;;;;;;;;;1941-03-29;Philadelphia, PA;Philadelphia, PA;https://www.wikidata.org/wiki/Q1345;39.957132;-75.174342;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;;;;;;;;;;;;;Joseph_Hooton_Taylor,_Jr.;https://en.wikipedia.org/wiki/Joseph_Hooton_Taylor,_Jr.;1993;Physics;1/2;1993-10-13;received;6700000;10245356;for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation;;Princeton University;Princeton University;Princeton, NJ;Princeton, NJ;40.359783;-74.668268;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1975.0;Harvard Dataverse;18.0;;;;;;;;;;;;
433.0;Joseph L. Goldstein;Joseph L.;Goldstein;male;;;;;;;;;;1940-04-18;Sumter, SC;Sumter, SC;https://www.wikidata.org/wiki/Q1010203;33.956333;-80.395676;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;;;;;;;;;;;;;Joseph_L._Goldstein;https://en.wikipedia.org/wiki/Joseph_L._Goldstein;1985;Medicine;1/2;1985-10-14;received;1800000;4354442;for their discoveries concerning the regulation of cholesterol metabolism;;University of Texas Southwestern Medical Center at Dallas;University of Texas Southwestern Medical Center at Dallas;Dallas, TX;Dallas, TX;32.779831;-96.801627;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jewish;;European;1974.0;Harvard Dataverse;11.0;;;;;;;;;;;;
560.0;Joseph Rotblat;Joseph;Rotblat;male;;;;;;;;;;1908-11-04;Warsaw;Warsaw;https://www.wikidata.org/wiki/Q270;52.230046;21.011995;Russian Empire;Poland;https://www.wikidata.org/wiki/Q36;52.0;19.0;Europe;2005-08-31;London;London;https://www.wikidata.org/wiki/Q84;51.510235;-0.120852;United Kingdom;United Kingdom;https://www.wikidata.org/wiki/Q145;54.6;-2.0;Europe;Joseph_Rotblat;https://en.wikipedia.org/wiki/Joseph_Rotblat;1995;Peace;1/2;1995-10-13;received;7200000;10510515;for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jewish;;European;;;;;;;;;;;;;;;
1008.0;Joshua D. Angrist;Joshua;Angrist;male;;;;;;;;;;1960-09-18;Columbus, OH;Columbus, OH;https://www.wikidata.org/wiki/Q16567;39.962222;-83.000556;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;;;;;;;;;;;;;Joshua_Angrist;https://en.wikipedia.org/wiki/Joshua_Angrist;2021;Economic Sciences;1/4;2021-10-11;received;10000000;10836735;for their methodological contributions to the analysis of causal relationships;;Massachusetts Institute of Technology (MIT);Massachusetts Institute of Technology (MIT);Cambridge, MA;Cambridge, MA;42.374024;-71.107306;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;;;;;;;;;;;;;;;
366.0;Joshua Lederberg;Joshua;Lederberg;male;;;;;;;;;;1925-05-23;Montclair, NJ;Montclair, NJ;https://www.wikidata.org/wiki/Q678437;40.82593;-74.20903;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;2008-02-02;New York, NY;New York, NY;https://www.wikidata.org/wiki/Q60;40.715758;-74.0113;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;Joshua_Lederberg;https://en.wikipedia.org/wiki/Joshua_Lederberg;1958;Medicine;1/2;1958-10-30;received;214559;2998180;for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria;;University of Wisconsin;University of Wisconsin;Madison, WI;Madison, WI;43.071835;-89.386688;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jewish;;European;1946.0;Harvard Dataverse;12.0;;;;;;;;;;;;
934.0;Juan Manuel Santos;Juan Manuel;Santos;male;;;;;;;;;;1951-08-10;Bogotá;Bogotá;https://www.wikidata.org/wiki/Q2841;4.653465;-74.083649;Colombia;Colombia;https://www.wikidata.org/wiki/Q739;4.0;-73.25;South America;;;;;;;;;;;;;Juan_Manuel_Santos;https://en.wikipedia.org/wiki/Juan_Manuel_Santos;2016;Peace;1;2016-10-07;received;8000000;9403431;for his resolute efforts to bring the country's more than 50-year-long civil war to an end;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Christian;Roman Catholic;European;;;;;;;;;;;;;;;
627.0;Juan Ramón Jiménez;Juan Ramón;Jiménez;male;;;;;;;;;;1881-12-24;Moguer;Moguer;https://www.wikidata.org/wiki/Q785888;37.274772;-6.837103;Spain;Spain;https://www.wikidata.org/wiki/Q29;40.2;-3.5;Europe;1958-05-29;San Juan;San Juan;https://www.wikidata.org/wiki/Q41211;18.465539;-66.105735;Puerto Rico;Puerto Rico;https://www.wikidata.org/wiki/Q1183;18.25;-66.5;North America;Juan_Ramón_Jiménez;https://en.wikipedia.org/wiki/Juan_Ramón_Jiménez;1956;Literature;1;1956-10-25;received;200123;3057995;for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Christian;Roman Catholic;European;;;;;;;;;;;;;;;
862.0;Jules A. Hoffmann;Jules A.;Hoffmann;male;;;;;;;;;;1941-08-02;Echternach;Echternach;https://www.wikidata.org/wiki/Q204317;49.812096;6.421486;Luxembourg;Luxembourg;https://www.wikidata.org/wiki/Q32;49.77;6.13;Europe;;;;;;;;;;;;;Jules_A._Hoffmann;https://en.wikipedia.org/wiki/Jules_A._Hoffmann;2011;Medicine;1/4;2011-10-03;received;10000000;11946007;for their discoveries concerning the activation of innate immunity;;University of Strasbourg;University of Strasbourg;Strasbourg;Strasbourg;48.573361;7.752464;France;France;47.0;2.0;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1996.0;Harvard Dataverse;15.0;University Strasbourg;Strasbourg;France;Strasbourg (France);French National Center for Scientific Research (CNRS) Strasbourg;Strasbourg;France;Strasbourg (France);French National Center for Scientific Research (CNRS) Strasbourg;Strasbourg;France;Strasbourg (France)
309.0;Jules Bordet;Jules;Bordet;male;;;;;;;;;;1870-06-13;Soignies;Soignies;https://www.wikidata.org/wiki/Q462985;50.846558;4.351697;Belgium;Belgium;https://www.wikidata.org/wiki/Q31;50.641111;4.668056;Europe;1961-04-06;Brussels;Brussels;https://www.wikidata.org/wiki/Q239;50.849243;4.354815;Belgium;Belgium;https://www.wikidata.org/wiki/Q31;50.641111;4.668056;Europe;Jules_Bordet;https://en.wikipedia.org/wiki/Jules_Bordet;1919;Medicine;1;1920-10-28;received;133127;2692969;for his discoveries relating to immunity;;Brussels University;Brussels University;Brussels;Brussels;50.849243;4.354815;Belgium;Belgium;50.641111;4.668056;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;;;;;;;;;;;;;;;
85.0;Julian Schwinger;Julian;Schwinger;male;;;;;;;;;;1918-02-12;New York, NY;New York, NY;https://www.wikidata.org/wiki/Q60;40.715758;-74.0113;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;1994-07-16;Los Angeles, CA;Los Angeles, CA;https://www.wikidata.org/wiki/Q65;34.062144;-118.225001;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;Julian_Schwinger;https://en.wikipedia.org/wiki/Julian_Schwinger;1965;Physics;1/3;1965-10-21;received;282000;3152463;for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles;;Harvard University;Harvard University;Cambridge, MA;Cambridge, MA;42.374024;-71.107306;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jewish;;European;1948.0;Harvard Dataverse;17.0;;;;;;;;;;;;
396.0;Julius Axelrod;Julius;Axelrod;male;;;;;;;;;;1912-05-30;New York, NY;New York, NY;https://www.wikidata.org/wiki/Q60;40.715758;-74.0113;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;2004-12-29;Rockville, MD;Rockville, MD;https://www.wikidata.org/wiki/Q327022;39.083997;-77.152758;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;Julius_Axelrod;https://en.wikipedia.org/wiki/Julius_Axelrod;1970;Medicine;1/3;1970-10-15;received;400000;3600000;for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation;;National Institutes of Health;National Institutes of Health;Bethesda, MD;Bethesda, MD;38.984918;-77.093308;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jewish;;European;1958.0;Harvard Dataverse;12.0;;;;;;;;;;;;
317.0;Julius Wagner-Jauregg;Julius;Wagner-Jauregg;male;;;;;;;;;;1857-03-07;Wels;Wels;https://www.wikidata.org/wiki/Q178582;48.15;14.016667;Austria;Austria;https://www.wikidata.org/wiki/Q40;48.0;14.0;Europe;1940-09-27;Vienna;Vienna;https://www.wikidata.org/wiki/Q1741;48.207646;16.372793;Austria;Austria;https://www.wikidata.org/wiki/Q40;48.0;14.0;Europe;Julius_Wagner-Jauregg;https://en.wikipedia.org/wiki/Julius_Wagner-Jauregg;1927;Medicine;1;1927-10-27;received;126501;4071032;for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica;;Vienna University;Vienna University;Vienna;Vienna;48.207646;16.372793;Austria;Austria;48.0;14.0;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;;;;;;;;;;;;;;;
131.0;K. Alex Müller;K. Alex;Müller;male;;;;;;;;;;1927-04-20;Basel;Basel;https://www.wikidata.org/wiki/Q78;47.560153;7.58788;Switzerland;Switzerland;https://www.wikidata.org/wiki/Q39;46.798562;8.231973;Europe;2023-01-09;Zurich;Zurich;https://www.wikidata.org/wiki/Q72;47.376909;8.541697;Switzerland;Switzerland;https://www.wikidata.org/wiki/Q39;46.798562;8.231973;Europe;K._Alex_Müller;https://en.wikipedia.org/wiki/K._Alex_Müller;1987;Physics;1/2;1987-10-14;received;2175000;4842453;for their important break-through in the discovery of superconductivity in ceramic materials;;IBM Zurich Research Laboratory;IBM Zurich Research Laboratory;Rüschlikon;Rüschlikon;47.305721;8.553687;Switzerland;Switzerland;46.798562;8.231973;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jewish;;European;1986.0;Harvard Dataverse;1.0;;;;;;;;;;;;
743.0;K. Barry Sharpless;Barry;Sharpless;male;;;;;;;;;;1941-04-28;Philadelphia, PA;Philadelphia, PA;https://www.wikidata.org/wiki/Q1345;39.957132;-75.174342;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;;;;;;;;;;;;;Karl_Barry_Sharpless;https://en.wikipedia.org/wiki/Karl_Barry_Sharpless;2001;Chemistry;1/2;2001-10-10;received;10000000;13927869;for his work on chirally catalysed oxidation reactions;;The Scripps Research Institute;The Scripps Research Institute;La Jolla, CA;La Jolla, CA;32.832367;-117.265117;USA;United States;39.828175;-98.5795;North America;2022.0;Chemistry;3.0;1/3;2022-10-05;received;10000000.0;10000000.0;for the development of click chemistry and bioorthogonal chemistry;;Scripps Research;Scripps Research;;La Jolla, CA;La Jolla, CA;32.832367;-117.265117;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;Unknown;;European;1980.0;Harvard Dataverse;21.0;Stanford University;Stanford;United States;Stanford (United States);Massachusetts Institute of Technology (MIT);Cambridge;United States;Cambridge (United States);The Scripps Research Inst. La Jolla (TSRI);La Jolla;United States;La Jolla (United States)
120.0;Kai M. Siegbahn;Kai M.;Siegbahn;male;;;;;;;;;;1918-04-20;Lund;Lund;https://www.wikidata.org/wiki/Q2167;55.708313;13.199164;Sweden;Sweden;https://www.wikidata.org/wiki/Q34;61.0;15.0;Europe;2007-07-20;Ängelholm;Ängelholm;https://www.wikidata.org/wiki/Q54755;56.245748;12.863881;Sweden;Sweden;https://www.wikidata.org/wiki/Q34;61.0;15.0;Europe;Kai_Siegbahn;https://en.wikipedia.org/wiki/Kai_Siegbahn;1981;Physics;1/2;1981-10-19;received;1000000;3318750;for his contribution to the development of high-resolution electron spectroscopy;;Uppsala University;Uppsala University;Uppsala;Uppsala;59.858503;17.638748;Sweden;Sweden;61.0;15.0;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1956.0;Harvard Dataverse;25.0;;;;;;;;;;;;
913.0;Kailash Satyarthi;Kailash;Satyarthi;male;;;;;;;;;;1954-01-11;Vidisha;Vidisha;https://www.wikidata.org/wiki/Q1637471;23.520813;77.80632;India;India;https://www.wikidata.org/wiki/Q668;22.8;83.0;Asia;;;;;;;;;;;;;Kailash_Satyarthi;https://en.wikipedia.org/wiki/Kailash_Satyarthi;2014;Peace;1/2;2014-10-10;received;8000000;9492737;for their struggle against the suppression of children and young people and for the right of all children to education;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;Asian;;;;;;;;;;;;;;;
